cohortId,cohortNameLong,logicDescription,recommendedReferentConceptIds,ohdsiForumPost,createdDate,modifiedDate
270,Hemolytic Anemia,"all events of hemolytic anemia, indexed on anemia or hemolysis","435503, 439777, 441269",https://forums.ohdsi.org/t/17856,2022-11-30,2023-09-19
271,Hemolytic Anemia Intra corpuscular,"all events of hemolytic anemia, indexed on anemia or hemolysis, without congenital or hereditary causes of hemolytic anemia of membrane, enzyme or RBC structure","435503, 439777, 441269",https://forums.ohdsi.org/t/17856,2022-11-30,2023-09-19
273,Pathological Ventricular Tachycardia,all events of ventricular tachycardia with hospitalization. note - the use of ventricular tachycardia is thought to imply pathological tachycardia vs. simple tachycardia,"437579, 4103295",,2022-12-06,2023-09-19
274,Cardiac arrest or Pathological Ventricular tachycardia,Cardiac arrest or Pathological Ventricular tachycardia with inpatient stay,"321042, 437579, 4103295",,2022-12-06,2023-09-19
275,Polymorphic Ventricular Tachycardia or Torsades de Pointes,Polymorphic Ventricular Tachycardia or Torsades de Pointes,"4088349, 4135823",,2022-12-06,2024-09-11
276,Sudden Vision Loss,"all events of Vision Loss, indexed on diagnosis of Vision Loss. With 1. no such events in prior washout window of 365 days 2. and no history of other pathological eye disease such as glaucoma, infections and others in 365 days to 1 day prior index. cohort exits is 90 days after cohort end date.",377556,,2022-12-08,2024-09-11
277,Sudden Hearing Loss,"all events of Sudden Hearing Loss or hearing loss that is managed by corticosteroids, imaging of head or multiple hearing exams after among persons without congenital, middle or inner ear disease and no past hearing tests","374053, 377889",,2022-12-08,2023-09-19
278,Pain or ache that is Non Chronic,all events of non chronic non generalized or diffuse pain,"138525, 194133",https://forums.ohdsi.org/t/17895,2023-01-04,2023-09-25
279,Low Back Pain or injury,all events of low back pain,"134736, 194133",https://forums.ohdsi.org/t/17895,2023-01-04,2023-09-25
280,Abdominal Pain or acute abdomen,all events of abdominal pain,200219,https://forums.ohdsi.org/t/17895,2023-01-04,2023-09-25
281,Epigastric Pain,all events of epigastric pain,"197381, 4306292",https://forums.ohdsi.org/t/17895,2023-01-04,2023-09-25
282,Joint Pain,all events of joint pain,"78232, 80180",https://forums.ohdsi.org/t/17895,2023-01-04,2023-09-25
283,Prostatitis,"All events of prostatits that is either a first occurrence of chronic prostatitis, or did not have an event of prostatitis in past 1 year, with no testicular lesions, bladder neoplasm or abdominal or inguinal hernia in prior 1 year. cohort end 180 days post cohort end date",194997,,2023-01-13,2023-09-19
284,Myocarditis or Pericarditis,All events of Myocarditis or Pericarditis,"320116, 4138837",,2023-01-14,2023-09-19
285,Myocarditis or Pericarditis Not due to infections,All events of Myocarditis or Pericarditis without events that are due to Infectious Etiology,"320116, 4138837",,2023-01-14,2023-09-19
287,Transverse myelitis includes Myelitis Unspecified and neuromyelitis optica,"events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis, OR related spinal disease or symptoms of transverse myelitis, followed by a diagnosis of transverse myelitis within 30 days OR events of myelitis unspecified with weakness or asthenia, neuromyelitis optica with weakness or asthenia. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","79908, 138965, 139803, 380995, 443904",https://forums.ohdsi.org/t/17769,2023-01-17,2023-09-19
288,"Type 2 Diabetes Mellitus indexed on diagnosis, treatment or lab results","Earliest event of Type 2 Diabetes Mellitus (DM), indexed on diagnosis or Blood glucose lowering drugs excluding insulin or high Hemoglobin A1c (limited to treatments or measurement that are followed with Type 2 DM diagnosis within 365 days) excluding persons with Type 1 DM or secondary diabetes mellitus in the all time prior including index date","201820, 201826",https://forums.ohdsi.org/t/15764,2023-01-25,2023-09-20
289,Presence Of Cardiac Arrhythmia,All events of Cardiac arrythmia or treatments for cardiac arrythmia,"313217, 44784217",,2023-01-26,2023-09-25
290,"Thyroiditis wo other causes of hypothy, indexed on diagnosis or treatment","All events of thyroiditis, indexed on an occurrence of Thyroiditis (including hypo and hyperthyroidism) condition or exposure to levothyroxine (limited to drug exposure that occurred within 365 days prior to an occurrence of Thyroiditis condition). Limited to events that had zero condition occurrence of Hypothyroidism other than Hashimoto's Disease (ie excluding alternative causes of hypothyroidism) all time prior and including index","138384, 140673",,2023-01-26,2023-09-25
291,"Gynecomastia, indexed on diagnosis, procedure or symptoms","All events of Gynecomastia diagnosis, indexed on a diagnosis of Gynecomastia or a procedure of Mastectomy for gynecomastia or a presentation/symptoms of Gynecomastia (breast lump or pain). Events indexed on a procedures or symptoms are required to be followed by a diagnosis within a year","78474, 80767, 137809",,2023-01-26,2023-09-25
292,Hepatic Failure,all events of acute hepatic failure. no chronic hepatic failure,4245975,,2023-01-26,2023-09-25
293,Acute Hepatic Injury with no chronic hepatic failure,"All events of Acute Liver Injury, indexed on the diagnosis of Acute Liver Injury, with no chronic hepatic failure. Sequela of chronic liver disease maps to codes that historically were used for acute liver injury",194990,,2023-01-26,2023-09-25
294,Acute Hepatic Injury with no pre-existing liver disease,"Earliest event of Acute Liver Injury, indexed on the diagnosis of Acute Liver Injury. Patients are excluded if they have a diagnosis of chronic hepatic failure any time in the past or on the same day. Also excluded patients who have other prior liver disease such as viral hepatitis, Liver Cirrhosis, liver fibrosis, alcoholic and others anytime prior including index",194990,,2023-01-26,2023-09-25
295,Acute Hepatic Failure in persons with no pre-existing liver disease,"Event of hepatic Failure, indexed on the diagnosis of Hepatic Failure. Patients are excluded if they have a diagnosis of chronic hepatic failure any time in the past or on the same day. Also excluded patients who have other prior liver disease such as viral hepatitis, Liver Cirrhosis, liver fibrosis, alcoholic and others anytime prior including index",4245975,,2023-01-26,2023-09-19
296,"Transverse myelitis or symptoms indexed on symptoms or diagnosis (180Pe, 180Era)","events with a diagnosis of transverse myelitis indexed on diagnosis of transverse myelitis, related spinal disease or symptoms of transverse myelitis, followed by a diagnosis of transverse myelitis within 30 days. Symptoms of Transverse Myelitis included asthenia, muscle weakness, myelitis, paresthesia","79908, 139803, 443904",https://forums.ohdsi.org/t/17769,2023-01-26,2023-09-19
298,Urinary bleed events in persons without renal glomerular disease,"all events of urinary bleeds in persons with no recent kidney biopsy, no chronic kidney disease or recent renal glomerular disease","79864, 437038",,2023-02-02,2023-09-25
299,Acute gastrointestinal bleeding or perforation events,all events of gastrointestinal bleed or perforation,192671,,2023-02-02,2023-09-25
300,Heavy menstrual bleeding (menorrhagia) events,,"197607, 4302555",,2023-02-02,2023-09-25
304,Neurofibromatosis type 1 (FP),,377252,https://forums.ohdsi.org/t/18236,2023-02-07,2023-09-19
305,Neurofibromatosis type 1 without Type 2 (FP),"Persons with Neurofibromatosis without a diagnosis of NF2, vestibular schwannoma or hearing problems. Not all data sources capture NF subtype (e.g. when using ICD10), so to select NF1 we exclude diagnoses that give a suspicion of NF2 (affecting auditory system)",376938,https://forums.ohdsi.org/t/18236,2023-02-07,2023-09-19
306,Optical pathway glioma and neurofibromatosis (FP),Persons with an optic nerve glioma and diagnosis of neurofibromatosis anytime in persons history. This would be the preferred code for an OPG,4112970,https://forums.ohdsi.org/t/18236,2023-02-07,2023-09-19
307,Optical pathway glioma or non malignant neoplasm of optic nerve w neurofibromatosis,"Persons with an optic nerve glioma OR neoplasm of optic nerve, and a diagnosis of neurofibromatosis anytime in persons history","4216000, 4246137",https://forums.ohdsi.org/t/18236,2023-02-07,2023-09-19
308,Optical pathway glioma with MRI imaging and ophthalmology visits Neurofibromatosis,"Persons with neurofibromatosis, that also had one MRI of the brain AND at least 3 ophthalmology visits within one year (anytime in persons history). In some centers, an OPG might be coded as general NF and needs to be inferred from follow-up care after diagnosis",376938,https://forums.ohdsi.org/t/18236,2023-02-07,2023-09-19
311,Parasomnia,All events of Parasomnia that may be expected to persist for atleast 30 days with events collapse 1 day after,440087,,2023-02-10,2023-09-23
318,Acute Hepatic Failure in persons without chronic hepatic failure on same day,"all events of acute hepatic failure. If the persons also has chronic hepatic failure coded on the same day, they are excluded",4245975,,2023-02-11,2023-09-19
324,Pain,all events of pain,"138525, 194133",https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-25
325,Inpatient Hospitalization By Site of care or type of service,All events of Inpatient visit defined by site of care (visit domain) or type of service (procedure or observation codes) within any of the main visit categories,,,2023-02-12,2023-09-19
327,Pharyngitis,all events of Pharyngitis. Persons exit on cohort end date,"25297, 4226263",https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-19
328,Wheezing,All events of wheezing,314754,https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-25
330,Abdominal bloating,all events of Abdominal bloating. Persons exit on cohort end date,4023572,https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-19
331,Encephalopathy,events Encephalopathy,"372892, 43021132",https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-25
332,Pain or ache that is Chronic,all events of non chronic non generalized or diffuse pain,"138525, 194133",https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-25
333,Alcohol Use Disorder,all events of abdominal pain,"435243, 36714559",https://forums.ohdsi.org/t/17895,2023-02-12,2023-09-25
334,Asthma,"All events of asthma diagnosis or therapy for asthma with a history of another asthma therapy more than 180 days before, or asthma diagnosis",317009,,2023-02-12,2023-09-25
335,Anxiety or Fear,Events of Anxiety or Fear,"441542, 442077",,2023-02-12,2023-09-19
339,Low blood pressure,all events of Low blood pressure. Persons exit on cohort end date,317002,https://forums.ohdsi.org/t/17895,2023-03-14,2023-09-19
340,"Hives, Erythema, Eruption, Urticaria","All events of Hives, Erythema, Eruption, Urticaria","134438, 45766714",https://forums.ohdsi.org/t/17895,2023-03-14,2023-09-25
341,"Loss of mentation including comma, syncope, altered consciousness","All events of Disturbance of consciousness, loss of mentation including comma, syncope, altered consciousness","376961, 4206148",https://forums.ohdsi.org/t/17895,2023-03-14,2023-09-25
342,Urinary incontinence,all events of Urinary incontinence. Persons exit on cohort end date,197672,https://forums.ohdsi.org/t/17895,2023-03-14,2023-09-25
343,Fecal Incontinence,All events of Fecal Incontinence,"197675, 4101350",https://forums.ohdsi.org/t/17895,2023-03-14,2023-09-25
344,Doctors office or clinic visit without other overlapping visits,"All events of Doctors office or clinic visit that does not overlap with inpatient, urgent care or emergency visit",,,2023-03-14,2023-09-25
346,Non urgent outpatient visit without overlapping inpatient or emergency visit,"All events of Doctors office or clinic visit that does not overlap with inpatient, urgent care or emergency visit. If a person has visits on consecutive days, they are collapsed into a spans of days",,,2023-03-14,2023-10-22
347,Ambulance utilization,All events of Ambulance use,,,2023-03-14,2023-09-25
348,Blood in urine,all events of Blood in urine. Persons exit on cohort end date,"79864, 437038",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-19
349,Lower gastrointestinal bleeding events,all events of lower gastrointestinal bleed,"197925, 4245614",,2023-03-15,2023-09-25
350,Hemoptysis,all events of Hemoptysis. Persons exit on cohort end date,261687,https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-28
351,Nasal Polyp present,all events of nasal polyp,"4209223, 4285898, 42537251",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-25
352,Inflamed tonsils,all events of Inflamed tonsils. Persons exit on cohort end date,"24660, 4083666",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-19
353,Conjunctivitis,all events of Conjunctivitis. Persons exit on cohort end date,379019,https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-19
354,Nasal Congestion or Rhinitis or Common Cold,all events of Nasal Congestion or Rhinitis or Common Cold,"257007, 4320791",https://forums.ohdsi.org/t/17895,2023-03-15,2023-09-25
